socio_variable,air_variable,n,pearson_r,pearson_p,spearman_r,spearman_p,year
poverty_rate_all_people,pct_days_ozone_main_pollutant,52,0.1887816831312435,0.18014154951887082,0.17308677969179942,0.2197878912739838,2024
poverty_rate_all_people,pct_days_pm25_main_pollutant,52,-0.1873346408905899,0.18356480399238237,-0.1948501154735786,0.1662860291306361,2024
mean_household_income,bad_aqi_day_pct,52,-0.18697037472716455,0.18443385781548588,-0.17866142352430156,0.2050651323635711,2024
median_household_income,median_aqi,52,-0.186967064930687,0.18444176772870766,-0.06979775562885845,0.6229427775434568,2024
median_household_income,max_aqi,52,-0.17787051850716118,0.20711048843897206,-0.2252546928745675,0.10837091914928941,2024
unemployment_rate,max_aqi,52,-0.17368458445282056,0.21817478776885996,0.1859461111708304,0.18689332734104078,2024
per_capita_income,max_aqi,52,-0.1672528972367326,0.23596636338123445,-0.3227625548071875,0.01960955307548819,2024
pct_no_health_insurance,max_aqi,52,0.1647166042712555,0.24324851275291828,0.2595790177562826,0.0631202799626236,2024
median_household_income,bad_aqi_day_pct,52,-0.16217943499820348,0.25068491169540713,-0.16522076007097358,0.24178893607997315,2024
pct_bachelors_or_higher,max_aqi,52,-0.10246932104421,0.4697655869427787,-0.22576031878512748,0.10755980882452704,2024
pct_no_health_insurance,pct_days_pm25_main_pollutant,52,-0.101062794573811,0.47591584257672814,-0.07160710953851655,0.6139365852745607,2024
unemployment_rate,pct_days_ozone_main_pollutant,52,0.07449394355451654,0.5996838018321146,0.017568237342424294,0.9016191546327793,2024
pct_high_school_or_higher,pct_days_pm25_main_pollutant,52,0.06871119797913425,0.6283777144314763,-0.016483047243655784,0.9076688951910634,2024
unemployment_rate,pct_days_pm25_main_pollutant,52,-0.06383651458180704,0.6529985248642469,-0.03586007830491779,0.8007429102955198,2024
pct_high_school_or_higher,max_aqi,52,0.03404120971351382,0.8106583571042609,-0.1313114150864025,0.3534551754040106,2024
pct_no_health_insurance,pct_days_ozone_main_pollutant,52,0.029729667353071622,0.8342777461637061,0.01909970888229243,0.8930909714993572,2024
poverty_rate_all_people,max_aqi,52,0.020486872873677633,0.8853766877362095,0.2394703295297243,0.08729468068410641,2024
pct_high_school_or_higher,pct_days_ozone_main_pollutant,52,-0.01180189428606299,0.9338207673910093,0.04744619102827268,0.7383716563452083,2024
